"Tanggal","<p style='color:grey'>PROBABLE</p>","<p style='color:grey'>SUSPEK</p>","<p style='color:grey'>POSITIF</p>","<p style='color:grey'>SEMBUH</p>","<p style='color:grey'>MENINGGAL</p>"
"2022-03-04 00:00:00",15,172,728,6782,131
"2022-03-05 00:00:00",10,203,589,7101,150
"2022-03-06 00:00:00",12,181,567,7253,161
"2022-03-07 00:00:00",12,144,510,7388,163
"2022-03-08 00:00:00",12,125,480,7543,176
"2022-03-09 00:00:00",12,98,450,7719,187
"2022-03-11 00:00:00",12,92,431,8006,196
"2022-03-12 00:00:00",13,93,402,8133,201
"2022-03-13 00:00:00",9,129,404,8226,203
"2022-03-14 00:00:00",9,117,354,8333,206
"2022-03-15 00:00:00",10,114,303,8436,213
"2022-03-16 00:00:00",11,117,278,8501,219
"2022-03-17 00:00:00",11,123,256,8588,221
"2022-03-18 00:00:00",11,130,235,8644,226
"2022-03-19 00:00:00",12,122,220,8687,228
"2022-03-20 00:00:00",9,115,195,8743,233
"2022-03-21 00:00:00",9,114,175,8780,236
"2022-03-22 00:00:00",8,116,148,8938,237
"2022-03-24 00:00:00",11,112,113,9293,245
"2022-03-25 00:00:00",8,106,102,9315,246
"2022-03-26 00:00:00",11,291,870,5034,68
"2022-03-27 00:00:00",11,100,99,9379,248
"2022-03-31 00:00:00",8,92,69,9494,250
"2022-04-01 00:00:00",8,90,67,9531,250
"2022-04-02 00:00:00",9,89,68,9565,251
"2022-04-03 00:00:00",9,90,68,9611,252
"2022-04-04 00:00:00",8,91,58,9638,254
"2022-04-05 00:00:00",10,94,39,9705,259
"2022-04-06 00:00:00",9,92,33,9752,262
"2022-04-07 00:00:00",10,91,22,9786,269
"2022-04-08 00:00:00",9,91,25,9805,269
"2022-04-09 00:00:00",9,91,31,9903,269
"2022-04-10 00:00:00",9,92,20,9964,270
"2022-04-11 00:00:00",9,91,29,10021,270
"2022-04-12 00:00:00",8,89,29,10064,270
"2022-04-13 00:00:00",8,92,25,10094,270
"2022-04-16 00:00:00",9,88,21,10261,271
"2022-04-18 00:00:00",9,88,21,10331,271
"2022-04-19 00:00:00",9,88,17,10347,272
"2022-04-20 00:00:00",8,90,18,10376,272
"2022-04-21 00:00:00",9,90,11,10411,273
"2022-04-22 00:00:00",8,90,12,10415,273
"2022-04-23 00:00:00",8,87,10,10487,273
"2022-04-24 00:00:00",8,87,12,10502,273
"2022-04-26 00:00:00",8,86,13,10504,273
"2022-04-28 00:00:00",8,86,12,10514,273
"2022-04-30 00:00:00",8,85,11,10557,273
"2022-05-01 00:00:00",9,85,5,10572,273
"2022-05-04 00:00:00",9,85,1,10576,273
"2022-05-07 00:00:00",9,38,0,10571,274
"2022-05-09 00:00:00",1,1,0,10576,274
"2022-05-10 00:00:00",0,0,3,10583,274
"2022-05-11 00:00:00",0,1,3,10586,274
"2022-05-12 00:00:00",0,2,3,10589,274
"2022-05-13 00:00:00",0,2,5,10597,274
"2022-05-15 00:00:00",0,3,3,10601,274
"2022-05-16 00:00:00",0,3,3,10601,274
"2022-05-17 00:00:00",0,3,2,10604,274
"2022-05-18 00:00:00",0,3,4,10607,274
"2022-05-19 00:00:00",0,3,1,10634,274
"2022-05-20 00:00:00",0,3,0,10635,274
"2022-05-21 00:00:00",0,1,0,10664,274
"2022-05-24 00:00:00",0,1,0,10702,274
"2022-05-25 00:00:00",0,1,0,10714,274
"2022-05-26 00:00:00",0,1,2,10714,274
"2022-05-27 00:00:00",0,1,2,10713,274
"2022-05-28 00:00:00",0,1,3,10713,274
"2022-05-29 00:00:00",0,1,3,10713,274
"2022-05-30 00:00:00",0,1,2,10729,274
"2022-06-02 00:00:00",0,1,3,10737,274
"2022-06-03 00:00:00",0,1,3,10737,274
"2022-06-06 00:00:00",0,1,5,10741,275
"2022-06-07 00:00:00",0,1,6,10743,275
"2022-06-08 00:00:00",0,1,4,10744,275
"2022-06-09 00:00:00",0,0,7,10744,275
"2022-06-10 00:00:00",0,0,7,10751,275
"2022-06-13 00:00:00",0,0,4,10758,276
"2022-06-14 00:00:00",0,0,4,10764,276
"2022-06-15 00:00:00",0,0,6,10764,276
"2022-06-20 00:00:00",0,1,27,10799,277
"2022-06-21 00:00:00",0,0,19,10824,277
"2022-06-22 00:00:00",0,0,21,10838,277
"2022-06-23 00:00:00",0,1,23,10846,277
"2022-06-25 00:00:00",0,0,47,10871,279
"2022-06-26 00:00:00",0,0,39,10879,279
"2022-06-27 00:00:00",0,0,39,10887,279
"2022-06-28 00:00:00",0,0,33,10917,279
"2022-06-29 00:00:00",0,0,26,10937,279
"2022-06-30 00:00:00",0,0,33,10964,279
"2022-07-01 00:00:00",0,0,32,10975,279
"2022-07-02 00:00:00",0,1,36,10989,279
"2022-07-05 00:00:00",0,2,37,11014,279
"2022-07-06 00:00:00",0,0,42,11026,279
"2022-07-07 00:00:00",0,1,41,11035,279
"2022-07-11 00:00:00",0,5,45,11068,280
"2022-07-12 00:00:00",0,3,40,11082,280
"2022-07-13 00:00:00",0,3,42,11101,280
"2022-07-14 00:00:00",0,5,44,11108,280
"2022-07-18 00:00:00",0,7,14,11167,281
"2022-07-19 00:00:00",1,4,21,11177,281
"2022-07-28 00:00:00",1,9,51,11284,281
"2022-07-29 00:00:00",1,11,67,11299,281
"2022-07-30 00:00:00",1,14,85,11316,281
"2022-08-01 00:00:00",1,14,77,11360,281
"2022-09-27 00:00:00",1,28,41,11934,298
"2022-12-08 00:00:00",3,63,125,13213,366
"2022-12-12 00:00:00",1,62,106,13251,372
"2022-12-13 00:00:00",1,63,103,13255,372
"2022-12-15 00:00:00",1,69,100,13273,375
